event_id,date,period,side,opponent,venue,result,gf,ga,big_chances,big_chances_missed,big_chances_scored,clearances,corners,dispossessed,errors_lead_to_shot,final_third_entries,fouled_final_third,fouls,goal_kicks,interceptions,passes,passes_accurate,recoveries,saves,shots,shots_blocked,shots_inside_box,shots_off_target,shots_on_target,shots_outside_box,tackles,throw_ins,touches_opp_box,yellow_cards,duels_won_pct,possession_pct,tackles_won_pct,aerial_duels,crosses,dribbles,final_third_phase,ground_duels,long_balls,aerial_duels_att,crosses_att,dribbles_att,final_third_phase_att,ground_duels_att,long_balls_att
9786529,2022-01-09,1ST,bf,Cameroon,A,L,1,2,2,1,1,8,1,6,,18,0,,4,8,124,99,,0,4,0,2,2,2,2,8,7,,2,40.0,34.0,63.0,2,3,3,,18,7,5,5,7,,45,16
9786529,2022-01-09,1ST,opp,Cameroon,A,L,1,2,2,0,2,4,3,2,,28,4,,2,3,233,207,,0,5,0,2,3,2,3,10,13,,1,60.0,66.0,40.0,3,0,8,,27,16,5,14,14,,45,22
9786529,2022-01-09,2ND,bf,Cameroon,A,L,1,2,0,0,0,4,4,4,,29,2,,5,6,148,117,,2,7,3,2,0,4,5,13,16,,0,49.0,47.0,62.0,5,0,7,,28,10,10,8,12,,57,27
9786529,2022-01-09,2ND,opp,Cameroon,A,L,1,2,0,0,0,9,3,3,,29,1,,1,2,169,132,,4,9,3,6,4,2,3,9,8,,0,51.0,53.0,78.0,5,2,10,,29,15,10,7,20,,57,35
9786529,2022-01-09,ALL,bf,Cameroon,A,L,1,2,2,1,1,12,5,10,,47,2,21,9,14,272,216,,2,11,3,4,2,6,7,21,23,,2,45.0,40.0,62.0,7,3,10,,46,17,15,13,19,,102,43
9786529,2022-01-09,ALL,opp,Cameroon,A,L,1,2,2,0,2,13,6,5,,57,5,15,3,5,402,339,,4,14,3,8,7,4,6,19,21,,1,55.0,60.0,58.0,8,2,18,,56,31,15,21,34,,102,57
9737692,2022-01-13,1ST,bf,Cabo Verde,A,W,1,0,2,1,1,1,3,0,,23,2,,3,7,182,140,,1,5,1,3,0,4,2,4,9,,0,52.0,48.0,50.0,9,2,7,,17,9,19,6,11,,31,20
9737692,2022-01-13,1ST,opp,Cabo Verde,A,W,1,0,1,1,0,9,2,2,,23,3,,2,6,194,152,,3,2,0,1,1,1,1,4,8,,1,48.0,52.0,0.0,10,0,2,,14,27,19,4,4,,31,40
9737692,2022-01-13,2ND,bf,Cabo Verde,A,W,1,0,0,0,0,6,3,1,,24,0,,3,6,176,136,,1,6,3,6,3,0,0,7,16,,1,52.0,41.0,43.0,3,4,7,,24,17,8,6,12,,44,29
9737692,2022-01-13,2ND,opp,Cabo Verde,A,W,1,0,1,1,0,5,2,1,,24,0,,2,7,258,216,,0,5,1,3,3,1,2,6,6,,1,48.0,59.0,67.0,5,2,6,,20,24,8,6,12,,44,37
9737692,2022-01-13,ALL,bf,Cabo Verde,A,W,1,0,2,1,1,7,6,1,,47,2,19,6,13,358,276,,2,11,4,9,3,4,2,11,25,,1,52.0,44.0,45.0,12,6,14,,41,26,27,12,23,,75,49
9737692,2022-01-13,ALL,opp,Cabo Verde,A,W,1,0,2,2,0,14,4,3,,47,3,16,4,13,452,368,,3,7,1,4,4,2,3,10,14,,2,48.0,56.0,40.0,15,2,8,,34,51,27,10,16,,75,77
9737943,2022-01-17,1ST,bf,Ethiopia,H,D,1,1,2,1,1,3,2,2,,30,0,,4,6,205,160,,4,4,0,3,2,2,1,11,14,,0,62.0,41.0,45.0,2,0,8,,22,9,6,8,11,,33,24
9737943,2022-01-17,1ST,opp,Ethiopia,H,D,1,1,1,1,0,8,3,8,,32,2,,4,9,307,263,,1,5,1,3,0,4,2,5,9,,1,38.0,59.0,40.0,4,0,0,,11,17,6,2,3,,33,32
9737943,2022-01-17,2ND,bf,Ethiopia,H,D,1,1,0,0,0,3,3,3,,38,1,,4,3,182,133,,1,2,0,1,2,0,1,8,10,,0,65.0,48.0,63.0,7,1,9,,28,14,7,7,16,,47,34
9737943,2022-01-17,2ND,opp,Ethiopia,H,D,1,1,2,1,1,7,3,3,,31,3,,9,8,195,144,,0,6,2,2,2,2,4,10,10,,1,35.0,52.0,50.0,0,1,3,,19,10,7,7,8,,47,34
9737943,2022-01-17,ALL,bf,Ethiopia,H,D,1,1,2,1,1,6,5,5,,68,1,14,8,9,387,293,,5,6,0,4,4,2,2,19,24,,0,63.0,44.0,53.0,9,1,17,,50,23,13,15,27,,80,58
9737943,2022-01-17,ALL,opp,Ethiopia,H,D,1,1,3,2,1,15,6,11,,63,5,14,13,17,502,407,,1,11,3,5,2,6,6,15,19,,2,37.0,56.0,47.0,4,1,3,,30,27,13,9,11,,80,66
10054216,2022-01-23,1ST,bf,Gabon,H,D,1,1,2,1,1,13,1,3,,23,2,,1,10,116,76,,2,3,0,1,2,1,2,15,10,,2,62.0,39.0,73.0,6,0,3,,27,3,9,2,6,,44,22
10054216,2022-01-23,1ST,opp,Gabon,H,D,1,1,0,0,0,2,6,3,,26,1,,2,3,163,131,,0,7,2,2,3,2,5,6,11,,3,38.0,61.0,67.0,3,1,4,,17,11,9,16,16,,44,23
10054216,2022-01-23,2ND,bf,Gabon,H,D,1,1,2,2,0,5,3,6,,28,4,,3,7,129,96,,1,8,2,5,3,3,3,8,9,,3,46.0,48.0,63.0,7,2,5,,24,16,14,6,7,,53,31
10054216,2022-01-23,2ND,opp,Gabon,H,D,1,1,0,0,0,2,4,1,,26,2,,7,4,136,102,,3,8,3,4,4,1,4,8,13,,4,54.0,52.0,50.0,7,4,12,,29,14,14,13,19,,53,29
10054216,2022-01-23,ALL,bf,Gabon,H,D,1,1,5,4,1,20,5,11,,80,6,31,8,18,364,268,,3,16,4,10,5,7,6,28,22,,6,53.0,48.0,57.0,19,5,11,,67,39,31,14,20,,131,81
10054216,2022-01-23,ALL,opp,Gabon,H,D,1,1,0,0,0,8,10,5,,72,4,29,10,10,381,296,,6,18,5,6,10,3,12,20,30,,9,47.0,52.0,55.0,12,5,17,,64,36,31,32,40,,131,74
10054216,2022-01-23,ET1,bf,Gabon,H,D,1,1,0,0,0,1,0,1,,14,0,,3,0,59,49,,0,1,0,1,0,1,0,5,1,,1,61.0,59.0,0.0,4,1,2,,13,10,4,2,4,,24,14
10054216,2022-01-23,ET1,opp,Gabon,H,D,1,1,0,0,0,1,0,1,,10,0,,1,3,42,35,,1,2,0,0,2,0,2,3,1,,1,39.0,41.0,33.0,0,0,1,,11,4,4,1,5,,24,9
10054216,2022-01-23,ET2,bf,Gabon,H,D,1,1,1,1,0,1,1,1,,15,0,,1,1,60,47,,0,4,2,3,0,2,1,0,2,,0,36.0,60.0,0.0,2,2,1,,3,10,4,4,3,,10,14
10054216,2022-01-23,ET2,opp,Gabon,H,D,1,1,0,0,0,3,0,0,,10,1,,0,0,40,28,,2,1,0,0,1,0,1,3,5,,0,64.0,40.0,67.0,2,0,0,,7,7,4,2,0,,10,13
10083099,2022-01-29,1ST,bf,Tunisia,H,W,1,0,0,0,,10,3,5,,33,3,,2,9,167,130,,2,8,3,5,1,4,3,10,10,,1,53.0,47.0,50.0,4,1,5,,22,14,11,11,8,,38,29
10083099,2022-01-29,1ST,opp,Tunisia,H,W,1,0,0,0,,6,4,5,,16,3,,5,3,192,157,,3,5,1,2,2,2,3,8,8,,0,47.0,53.0,50.0,7,1,3,,16,5,11,10,8,,38,11
10083099,2022-01-29,2ND,bf,Tunisia,H,W,1,0,1,1,,17,2,2,,20,0,,4,1,95,63,,1,2,1,1,0,1,1,9,7,,3,52.0,30.0,56.0,3,1,5,,21,9,6,3,7,,40,24
10083099,2022-01-29,2ND,opp,Tunisia,H,W,1,0,1,1,,8,6,4,,25,1,,1,3,212,182,,1,5,1,3,3,1,2,4,14,,1,48.0,70.0,50.0,3,4,3,,19,18,6,15,8,,40,25
10083099,2022-01-29,ALL,bf,Tunisia,H,W,1,0,1,1,,27,5,7,,53,3,17,6,10,262,193,,3,10,4,6,1,5,4,19,17,,4,53.0,39.0,53.0,7,2,10,,43,23,17,14,15,,78,53
10083099,2022-01-29,ALL,opp,Tunisia,H,W,1,0,1,1,,14,10,9,,41,4,16,6,6,404,339,,4,10,2,5,5,3,5,12,22,,1,47.0,61.0,50.0,10,5,6,,35,23,17,25,16,,78,36
10083102,2022-02-02,1ST,bf,Senegal,H,L,1,3,1,1,0,7,5,3,,25,0,,6,3,185,149,,3,7,2,3,3,2,4,7,13,,1,39.0,51.0,57.0,2,2,2,,13,20,10,7,2,,28,34
10083102,2022-02-02,1ST,opp,Senegal,H,L,1,3,0,0,0,11,4,5,,17,1,,3,7,175,148,,2,8,2,6,3,3,2,3,6,,0,61.0,49.0,33.0,8,4,3,,15,11,10,13,5,,28,20
10083102,2022-02-02,2ND,bf,Senegal,H,L,1,3,0,0,0,7,2,4,,34,0,,4,3,160,124,,1,3,1,1,1,1,2,8,5,,0,50.0,46.0,38.0,2,1,8,,22,17,9,7,9,,39,34
10083102,2022-02-02,2ND,opp,Senegal,H,L,1,3,4,1,3,10,1,3,,31,3,,5,2,184,161,,0,10,4,6,2,4,4,5,7,,2,50.0,54.0,100.0,7,2,6,,17,15,9,10,11,,39,24
10083102,2022-02-02,ALL,bf,Senegal,H,L,1,3,1,1,0,14,7,7,,59,0,15,10,6,345,273,,4,10,3,4,4,3,6,15,18,,1,45.0,49.0,47.0,4,3,10,,35,37,19,14,11,,67,68
10083102,2022-02-02,ALL,opp,Senegal,H,L,1,3,4,1,3,21,5,8,,48,4,10,8,9,359,309,,2,18,6,12,5,7,6,8,13,,2,55.0,51.0,75.0,15,6,9,,32,26,19,23,16,,67,44
10083104,2022-02-05,1ST,bf,Cameroon,H,D,3,3,1,0,1,8,1,4,,20,0,,2,3,160,131,,1,4,0,2,2,2,2,8,6,,1,51.0,43.0,75.0,6,2,0,,14,16,11,7,1,,28,33
10083104,2022-02-05,1ST,opp,Cameroon,H,D,3,3,0,0,0,4,0,4,,33,2,,3,2,212,190,,1,3,1,3,1,1,0,5,11,,0,49.0,57.0,60.0,5,2,2,,14,14,11,12,6,,28,27
10083104,2022-02-05,2ND,bf,Cameroon,H,D,3,3,1,0,1,13,0,9,,23,2,,6,3,85,53,,2,5,0,3,4,1,2,8,5,,3,45.0,28.0,88.0,9,1,2,,16,9,14,2,3,,41,24
10083104,2022-02-05,2ND,opp,Cameroon,H,D,3,3,5,2,3,2,6,5,,34,2,,4,2,211,179,,0,14,4,11,5,5,3,10,12,,2,55.0,72.0,50.0,5,4,3,,25,11,14,14,6,,41,25
10083104,2022-02-05,ALL,bf,Cameroon,H,D,3,3,2,0,2,21,1,13,,43,2,20,8,6,245,184,,3,9,0,5,6,3,4,16,11,,4,48.0,36.0,81.0,15,3,2,,30,25,25,9,4,,69,57
10083104,2022-02-05,ALL,opp,Cameroon,H,D,3,3,5,2,3,6,6,9,,67,4,14,7,4,423,369,,1,17,5,14,6,6,3,15,23,,2,52.0,64.0,53.0,10,6,5,,39,25,25,26,12,,69,52
10151732,2022-03-24,ALL,bf,Kosovo,A,L,0,5,,,,,9,,,,,10,5,,,,,1,13,1,,7,5,,,14,,3,,52.0,,,,,,,,,,,,,
10151732,2022-03-24,ALL,opp,Kosovo,A,L,0,5,,,,,2,,,,,13,14,,,,,5,12,1,,5,6,,,14,,3,,48.0,,,,,,,,,,,,,
10152235,2022-03-29,ALL,bf,Belgium,A,L,0,3,,,,,4,,,,,7,4,,,,,1,10,4,,1,5,,,20,,3,,35.0,,,,,,,,,,,,,
10152235,2022-03-29,ALL,opp,Belgium,A,L,0,3,,,,,4,,,,,12,1,,,,,5,10,3,,3,4,,,18,,0,,65.0,,,,,,,,,,,,,
10339110,2022-06-03,1ST,bf,Cabo Verde,H,W,2,0,0,,0,2,1,5,,27,1,,2,2,249,226,,1,5,4,3,1,0,2,2,12,,0,50.0,53.0,0.0,2,0,8,,19,11,4,7,17,,38,19
10339110,2022-06-03,1ST,opp,Cabo Verde,H,W,2,0,0,,0,5,1,2,,30,0,,4,2,225,190,,0,3,1,0,1,1,3,14,6,,1,50.0,47.0,79.0,2,1,2,,19,10,4,6,2,,38,30
10339110,2022-06-03,2ND,bf,Cabo Verde,H,W,2,0,2,,2,8,2,4,,26,4,,2,5,176,132,,0,9,3,6,3,3,3,8,13,,2,49.0,44.0,63.0,5,4,7,,22,7,11,9,11,,44,24
10339110,2022-06-03,2ND,opp,Cabo Verde,H,W,2,0,0,,0,1,0,5,,25,3,,5,4,223,178,,1,5,3,2,2,0,3,8,13,,2,51.0,56.0,25.0,6,1,4,,22,10,11,11,7,,44,25
10339110,2022-06-03,ALL,bf,Cabo Verde,H,W,2,0,2,,2,10,3,9,,53,5,13,4,7,425,358,,1,14,7,9,4,3,5,10,25,,2,49.0,49.0,50.0,7,4,15,,41,18,15,16,28,,82,43
10339110,2022-06-03,ALL,opp,Cabo Verde,H,W,2,0,0,,0,6,1,7,,55,3,17,9,6,448,368,,1,8,4,2,3,1,6,22,19,,3,51.0,51.0,59.0,8,2,6,,41,20,15,17,9,,82,55
10339120,2022-06-07,1ST,bf,Eswatini,A,W,3,1,0,,0,8,3,4,,37,2,,6,1,294,251,,1,6,1,2,4,1,4,4,14,,1,52.0,73.0,100.0,5,2,2,,16,14,7,11,7,,33,24
10339120,2022-06-07,1ST,opp,Eswatini,A,W,3,1,0,,0,10,1,2,,28,0,,11,2,109,63,,1,6,0,1,5,1,5,9,9,,2,48.0,27.0,44.0,2,1,3,,17,9,7,5,5,,33,37
10339120,2022-06-07,2ND,bf,Eswatini,A,W,3,1,1,,1,13,2,4,,20,1,,5,2,209,171,,2,6,1,4,2,3,2,7,14,,2,47.0,60.0,57.0,5,2,4,,15,12,7,5,12,,36,25
10339120,2022-06-07,2ND,opp,Eswatini,A,W,3,1,1,,1,7,3,6,,35,4,,6,4,130,89,,0,12,2,3,7,3,9,12,5,,2,53.0,40.0,58.0,2,3,1,,21,12,7,10,2,,36,33
10339120,2022-06-07,ALL,bf,Eswatini,A,W,3,1,1,,1,21,5,8,,57,3,14,11,3,503,422,,3,12,2,6,6,4,6,11,28,,3,49.0,67.0,73.0,10,4,6,,31,26,14,16,19,,69,49
10339120,2022-06-07,ALL,opp,Eswatini,A,W,3,1,1,,1,17,4,8,,63,4,15,17,6,239,152,,1,18,2,4,12,4,14,21,14,,3,51.0,33.0,52.0,4,4,4,,38,21,14,15,7,,69,70
11092139,2023-03-24,1ST,bf,Togo,H,W,1,0,0,0,,12,1,9,,26,1,,4,3,286,253,,1,4,1,2,3,0,2,6,9,,0,41.0,62.0,67.0,3,0,2,,17,29,6,7,6,,43,40
11092139,2023-03-24,1ST,opp,Togo,H,W,1,0,0,0,,7,5,4,,23,1,,6,3,166,139,,0,6,2,3,3,1,3,13,8,,0,59.0,38.0,54.0,3,4,6,,26,15,6,14,8,,43,24
11092139,2023-03-24,2ND,bf,Togo,H,W,1,0,1,1,,10,3,2,,26,3,,2,2,196,157,,1,7,0,5,4,3,2,4,4,,1,50.0,57.0,100.0,7,3,2,,12,20,15,8,3,,23,36
11092139,2023-03-24,2ND,opp,Togo,H,W,1,0,0,0,,4,1,2,,31,1,,5,7,148,115,,1,4,3,2,0,1,2,3,11,,1,50.0,43.0,100.0,8,0,1,,11,12,15,8,3,,23,26
11092139,2023-03-24,ALL,bf,Togo,H,W,1,0,1,1,,22,4,11,,52,4,14,6,5,482,410,,2,11,1,7,7,3,4,10,13,,1,45.0,60.0,80.0,10,3,4,,29,49,21,15,9,,66,76
11092139,2023-03-24,ALL,opp,Togo,H,W,1,0,0,0,,11,6,6,,54,2,17,11,10,314,254,,1,10,5,5,3,2,5,16,19,,1,55.0,40.0,63.0,11,4,7,,37,27,21,22,11,,66,50
10339159,2023-03-28,1ST,bf,Togo,A,D,1,1,1,1,0,2,0,5,,24,1,,2,8,190,161,,3,4,1,2,1,2,2,5,8,,1,36.0,49.0,40.0,2,1,1,,12,24,5,5,6,,34,38
10339159,2023-03-28,1ST,opp,Togo,A,D,1,1,1,0,1,4,1,4,,36,4,,4,3,199,167,,1,6,0,2,2,4,4,10,9,,0,64.0,51.0,70.0,3,1,1,,22,15,5,4,2,,34,28
10339159,2023-03-28,2ND,bf,Togo,A,D,1,1,1,1,0,8,1,1,,23,0,,2,3,185,143,,1,2,1,2,1,0,0,5,5,,2,54.0,51.0,80.0,4,2,3,,16,8,7,5,6,,30,26
10339159,2023-03-28,2ND,opp,Togo,A,D,1,1,1,1,0,2,1,5,,39,0,,2,4,174,142,,0,3,0,2,2,1,1,4,15,,1,46.0,49.0,50.0,3,2,2,,14,12,7,9,2,,30,27
10339159,2023-03-28,ALL,bf,Togo,A,D,1,1,2,2,0,10,1,6,,47,1,21,4,11,375,304,,4,6,2,4,2,2,2,10,13,,3,45.0,50.0,60.0,6,3,4,,28,32,12,10,12,,64,64
10339159,2023-03-28,ALL,opp,Togo,A,D,1,1,2,1,1,6,2,9,,75,4,14,6,7,373,309,,1,9,0,4,4,5,5,14,24,,1,55.0,50.0,64.0,6,3,3,,36,27,12,13,4,,64,55
10339183,2023-06-18,1ST,bf,Cabo Verde,A,L,1,3,2,1,1,5,2,1,,34,2,,6,3,216,169,27,0,6,2,2,2,2,4,7,11,,1,60.0,58.0,43.0,3,1,8,,26,9,5,6,12,,43,18
10339183,2023-06-18,1ST,opp,Cabo Verde,A,L,1,3,0,0,0,18,0,5,,24,1,,4,5,158,119,26,1,4,0,1,3,1,3,5,7,,0,40.0,42.0,20.0,2,0,3,,17,9,5,4,5,,43,32
10339183,2023-06-18,2ND,bf,Cabo Verde,A,L,1,3,0,0,0,3,3,3,,25,3,,1,3,177,141,28,1,10,2,5,5,3,5,6,5,,1,42.0,56.0,33.0,3,1,6,,16,13,6,8,8,,39,20
10339183,2023-06-18,2ND,opp,Cabo Verde,A,L,1,3,2,0,2,17,2,4,,26,1,,6,6,141,98,28,3,6,1,4,2,3,2,5,5,,3,58.0,44.0,60.0,3,3,7,,23,18,6,5,9,,39,37
10339183,2023-06-18,ALL,bf,Cabo Verde,A,L,1,3,2,1,1,8,5,4,,59,5,22,7,6,393,310,55,1,16,4,7,7,5,9,13,16,,2,52.0,57.0,38.0,6,2,14,,42,22,11,14,20,,82,38
10339183,2023-06-18,ALL,opp,Cabo Verde,A,L,1,3,2,0,2,35,2,9,,50,2,17,10,11,299,217,54,4,10,1,5,5,4,5,10,12,,3,48.0,43.0,40.0,5,3,10,,40,27,11,9,14,,82,69
10339208,2023-09-08,1ST,bf,Eswatini,H,D,0,0,0,0,,1,3,2,,49,2,,2,6,376,332,40,2,9,0,6,7,2,3,6,15,,0,58.0,71.0,67.0,3,2,7,,16,21,6,9,11,,27,37
10339208,2023-09-08,1ST,opp,Eswatini,H,D,0,0,0,0,,19,2,4,,22,1,,7,6,152,111,32,2,4,1,0,1,2,4,6,7,,0,42.0,29.0,67.0,3,0,2,,11,9,6,3,4,,27,33
10339208,2023-09-08,2ND,bf,Eswatini,H,D,0,0,2,2,,5,3,3,,53,1,,5,6,293,241,39,1,9,1,6,6,2,3,7,12,,1,42.0,63.0,57.0,8,4,3,,13,17,15,9,12,,35,33
10339208,2023-09-08,2ND,opp,Eswatini,H,D,0,0,0,0,,12,3,5,,26,1,,8,5,174,132,36,2,8,2,4,5,1,4,12,9,,0,58.0,37.0,92.0,7,1,7,,22,21,15,7,9,,35,46
10339208,2023-09-08,ALL,bf,Eswatini,H,D,0,0,2,2,,6,6,5,,102,3,8,7,12,669,573,79,3,18,1,12,13,4,6,13,27,,1,48.0,67.0,62.0,11,6,10,,29,38,21,18,23,,62,70
10339208,2023-09-08,ALL,opp,Eswatini,H,D,0,0,0,0,,31,5,9,,48,2,7,15,11,326,243,68,4,12,3,4,6,3,8,18,16,,0,52.0,33.0,83.0,10,1,9,,33,30,21,10,13,,62,79
11612976,2023-09-12,ALL,bf,Morocco,A,L,0,1,,,,,2,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
11612976,2023-09-12,ALL,opp,Morocco,A,L,0,1,,,,,5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
11735406,2023-10-17,ALL,bf,Mauritania,A,W,2,1,,,,,5,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
11735406,2023-10-17,ALL,opp,Mauritania,A,W,2,1,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
11797997,2023-11-17,ALL,bf,Guinea-Bissau,H,D,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
11797997,2023-11-17,ALL,opp,Guinea-Bissau,H,D,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
11798005,2023-11-21,ALL,bf,Ethiopia,A,W,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
11798005,2023-11-21,ALL,opp,Ethiopia,A,W,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
11761878,2024-01-16,1ST,bf,Mauritania,H,W,1,0,0,,0,4,0,7,,33,1,,2,4,224,186,32,3,3,0,1,2,1,2,8,13,,1,43.0,58.0,13.0,8,0,1,,15,13,13,4,6,,41,23
11761878,2024-01-16,1ST,opp,Mauritania,H,W,1,0,0,,0,8,2,3,,22,3,,5,5,160,120,29,1,7,0,3,4,3,4,12,12,,0,57.0,42.0,67.0,5,2,5,,26,11,13,8,10,,41,33
11761878,2024-01-16,2ND,bf,Mauritania,H,W,1,0,1,,1,7,3,8,,29,2,,2,3,179,146,26,1,8,2,4,2,4,4,7,14,,2,44.0,69.0,57.0,10,1,3,,15,9,14,13,6,,43,19
11761878,2024-01-16,2ND,opp,Mauritania,H,W,1,0,0,,0,14,2,4,,20,0,,3,5,81,45,26,3,2,0,1,1,1,1,11,6,,2,56.0,31.0,55.0,4,1,7,,28,6,14,7,10,,43,26
11761878,2024-01-16,ALL,bf,Mauritania,H,W,1,0,1,,1,11,3,15,,62,3,21,4,7,403,332,58,4,11,2,5,4,5,6,15,27,,3,43.0,62.0,33.0,18,1,4,,30,22,27,17,12,,84,42
